,identificador,fecha_prestamo,solicitud_prestamo,estado_prestamo,aceptacion_prestamo,meses_prestamo,razon_intereses,pago_mensual,grado,sub_grado,estado_verificacion,enlace,estado,pago_efectuado
88,38311414,Jan-15,15000.0,Current,15000.0, 60 months,13.66,346.39,C,C3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38311414,MD,4145.3
89,38626358,Jan-15,8000.0,Current,8000.0, 36 months,14.31,274.63,C,C4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38626358,TX,3014.57
90,66433648,Dec-15,10000.0,Current,10000.0, 36 months,,325.69,B,B4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66433648,OR,319.78
91,43749561,Mar-15,28375.0,Current,28375.0, 36 months,13.99,969.66,C,C4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43749561,IL,8704.89
92,52738877,Jun-15,13150.0,Current,13150.0, 36 months,17.86,474.49,D,D5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=52738877,NY,
93,48212284,May-15,,Current,23000.0, 60 months,18.25,587.19,E,E1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=48212284,NY,4650.88
94,63415193,Nov-15,5400.0,Current,5400.0, 36 months,,179.49,C,C1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63415193,NY,
95,61470409,Oct-15,10400.0,Current,10400.0, 36 months,13.99,355.4,C,C4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61470409,CA,1058.12
96,61493421,Oct-15,10000.0,Current,10000.0, 60 months,13.99,232.64,C,C4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61493421,UT,682.38
97,39389147,Jan-15,16000.0,Current,16000.0, 60 months,,359.08,C,C1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39389147,CO,3927.85
98,66463837,Dec-15,28600.0,Current,28600.0, 60 months,18.99,741.75,E,E3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66463837,NC,0.0
99,51526688,Jun-15,1600.0,Current,1600.0, 36 months,13.99,54.68,C,C4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51526688,,381.52
100,46546565,Apr-15,18000.0,Current,, 60 months,22.99,507.33,F,F1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46546565,NY,4046.51
101,57265378,Aug-15,3700.0,Current,3700.0, 36 months,15.61,129.37,D,D1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57265378,NY,
102,55817465,Jul-15,12000.0,Current,12000.0, 36 months,,361.38,A,A1,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55817465,TX,2148.36
103,61411398,Oct-15,5000.0,Current,5000.0, 36 months,,164.96,B,B5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61411398,FL,486.87
104,63348442,Oct-15,16000.0,Current,16000.0, 36 months,,502.72,B,B1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63348442,IL,998.17
105,52406414,Jun-15,15000.0,Current,15000.0, 60 months,,326.07,B,B4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=52406414,OH,1986.9
106,66521796,Dec-15,13000.0,Current,13000.0, 36 months,,396.91,,A2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66521796,IL,392.4
107,41920227,Mar-15,,Current,13200.0, 36 months,,420.81,B,B2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41920227,NY,4201.38
108,61340823,Oct-15,6000.0,Current,6000.0, 36 months,,187.72,A,A5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61340823,TX,560.53
109,60337081,Sep-15,8000.0,Current,8000.0, 36 months,,251.36,,B1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60337081,TX,998.17
110,58603265,,10000.0,Current,10000.0, 36 months,13.99,341.73,C,C4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=58603265,AZ,1717.97
111,58633617,Aug-15,4800.0,Current,4800.0, 36 months,,150.82,B,B1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=58633617,VA,598.92
112,51849987,Jun-15,6000.0,Current,6000.0, 36 months,,197.95,B,B5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51849987,,1191.54
113,55362062,Jul-15,19200.0,Current,19200.0, 36 months,,,B,B1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55362062,AZ,3007.57
114,44077258,Apr-15,10000.0,,10000.0, 36 months,,329.91,B,B5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=44077258,IN,2962.78
115,37601431,Jan-15,15000.0,Current,15000.0, 60 months,13.66,346.39,C,C3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=37601431,GA,4133.91
116,46254202,Apr-15,18000.0,Current,18000.0, 36 months,,555.13,A,A4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46254202,NJ,6032.33
117,60974435,Oct-15,35000.0,Current,35000.0,,16.99,1247.68,D,D3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60974435,MA,3462.22
118,46105059,Apr-15,20000.0,Current,20000.0, 60 months,,434.75,B,B4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46105059,TN,3453.58
119,59142000,Sep-15,35000.0,Current,35000.0, 36 months,16.99,1247.68,D,D3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59142000,MN,4957.68
120,43275781,Mar-15,,Current,11200.0, 60 months,,253.07,C,C2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43275781,LA,2522.8
121,65261272,Nov-15,12575.0,Current,12575.0, 60 months,21.99,347.24,,F1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65261272,OR,331.88
122,38648002,,8550.0,Current,8550.0, 36 months,19.24,314.45,E,E2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38648002,FL,3449.81
123,55230401,Jul-15,15000.0,Current,15000.0, 36 months,,471.3,B,B1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55230401,OH,2814.17
124,65985378,Dec-15,28000.0,Current,28000.0, 60 months,13.18,639.67,C,C3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65985378,,598.67
125,61381341,Oct-15,12000.0,Current,12000.0, 36 months,,371.96,A,A4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61381341,NY,1111.04
126,67235852,Dec-15,14000.0,Current,14000.0, 60 months,,357.04,E,E1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67235852,KS,328.73
127,65413434,Nov-15,3600.0,Current,3600.0, 36 months,14.33,123.62,C,,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65413434,WV,244.37
128,43185993,Apr-15,20000.0,,20000.0, 60 months,15.61,482.23,D,D1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43185993,MO,4322.73
129,49218577,Jun-15,35000.0,Current,35000.0, 36 months,,1174.07,C,C2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=49218577,CA,8193.81
130,54404762,Jul-15,7500.0,Current,7500.0, 36 months,,,B,B5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=54404762,CA,1479.78
131,60596970,Oct-15,35000.0,Current,35000.0, 60 months,,,C,C2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60596970,TX,2273.75
132,59161774,Aug-15,9800.0,Current,9800.0, 36 months,16.55,347.21,D,,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59161774,VA,1370.82
133,53081746,Jun-15,14000.0,,14000.0, 60 months,,316.33,C,C2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=53081746,TX,1888.11
134,39652294,Jan-15,20000.0,Late (31-120 days),20000.0, 36 months,,673.79,C,C2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39652294,CA,6709.03
135,61682752,Oct-15,34075.0,Current,34075.0, 60 months,13.33,,C,C3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61682752,TX,2318.01
136,38078645,Jan-15,,Late (16-30 days),3875.0, 36 months,14.99,134.31,C,C5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38078645,TX,3687.54
137,55491147,Jul-15,18900.0,Fully Paid,18900.0, 36 months,16.99,673.75,D,D3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55491147,CA,20294.66
138,60676961,Sep-15,13300.0,Current,13300.0, 36 months,,443.6,C,C1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60676961,CA,
139,63450505,Oct-15,19825.0,Current,19825.0, 60 months,18.55,,E,E2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63450505,MN,926.82
140,38762271,Jan-15,13450.0,Charged Off,13450.0, 60 months,21.99,371.4,E,E5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38762271,PA,2211.97
141,54078246,Jul-15,3000.0,Fully Paid,3000.0, 36 months,,100.64,C,C2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=54078246,MN,3115.46
142,40107178,,15000.0,Charged Off,15000.0, 36 months,,505.34,C,C2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40107178,UT,1536.93
143,57704516,Aug-15,8500.0,Current,8500.0, 36 months,,283.51,,C1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57704516,CA,1411.75
144,46536662,May-15,35000.0,Current,35000.0, 60 months,16.55,861.4,D,D2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46536662,IL,6859.02
145,65271965,Nov-15,35000.0,Current,, 36 months,,1145.69,B,B4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65271965,CA,2270.01
146,48726268,May-15,14400.0,Current,14400.0, 36 months,,471.37,B,B4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=48726268,MN,3753.38
147,44025783,Mar-15,8000.0,Current,8000.0, 36 months,,258.1,B,B3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=44025783,CO,2318.46
148,39651723,Jan-15,6000.0,Fully Paid,6000.0,,,200.41,C,C1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39651723,MS,6262.72
149,43800570,Mar-15,4950.0,Current,4950.0, 36 months,14.65,170.75,C,C5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43800570,NC,1703.47
150,54524104,Jul-15,20400.0,Current,20400.0, 60 months,,443.45,B,B4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=54524104,OH,2254.61
151,65812689,,12000.0,Current,12000.0, 36 months,,392.81,B,B4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65812689,NY,770.97
152,40450227,Jan-15,7500.0,Current,7500.0, 36 months,,235.69,A,A5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40450227,MN,2585.77
153,48484532,May-15,8000.0,Current,8000.0, 36 months,,268.36,C,C2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=48484532,MT,2141.24
154,42323553,Mar-15,12000.0,Current,12000.0, 36 months,,382.55,B,B2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=42323553,MA,3813.27
155,56082406,Aug-15,12000.0,Current,12000.0, 36 months,,382.55,B,B2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56082406,NY,1906.64
156,62804906,Oct-15,35000.0,Current,35000.0, 36 months,16.99,1247.68,D,D3,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62804906,FL,2429.29
157,38437586,Jan-15,34500.0,Current,34500.0, 60 months,13.66,,C,C3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38437586,GA,9507.92
158,55513620,Jul-15,12000.0,Current,12000.0, 36 months,13.33,406.24,C,C3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55513620,TX,2022.31
159,40991628,Mar-15,35000.0,Current,35000.0, 60 months,,783.7,C,C1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40991628,NC,7813.1
160,53744563,Jul-15,10000.0,Current,10000.0, 36 months,,318.79,B,,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=53744563,IL,1907.65
161,38566235,Jan-15,4000.0,Current,, 36 months,,124.41,A,A4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38566235,CA,1491.26
